sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,num_statements,statement_spans
999,alchemie,Durch Alchemie entdeckt man neue Sachen.,3_short,Wissenschaft|Seiten_mit_defekten_Dateilinks,2022-10-03T06:15:06Z,48f66906899cc4a9477b6c9e32ff4424,0:=Durch 1:=Alchemie 2:=entdeckt 3:=man 4:=neue 5:=Sachen.,1,
1000,alchemie,Zum Beispiel wie man Porzellan macht.,4_short,Wissenschaft|Seiten_mit_defekten_Dateilinks,2022-10-03T06:15:06Z,48f66906899cc4a9477b6c9e32ff4424,0:=Zum 1:=Beispiel 2:=wie 3:=man 4:=Porzellan 5:=macht.,1,
1001,alchemie,Oder wie man Gold macht.,5_short,Wissenschaft|Seiten_mit_defekten_Dateilinks,2022-10-03T06:15:06Z,48f66906899cc4a9477b6c9e32ff4424,0:=Oder 1:=wie 2:=man 3:=Gold 4:=macht.,1,
1002,alcopop,Alkopops schmecken ähnlich wie Cola.,0_long,Ohne_Kategorie,2008-03-03T13:27:50Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Alkopops 1:=schmecken 2:=ähnlich 3:=wie 4:=Cola.,1,
1003,alcopop,Den Alkohol schmeckt man fast nicht.,1_long,Ohne_Kategorie,2008-03-03T13:27:50Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Den 1:=Alkohol 2:=schmeckt 3:=man 4:=fast 5:=nicht.,1,
1004,alcopop,Meistens werden Alkopos in bunten Flaschen verkauft.,2_long,Ohne_Kategorie,2008-03-03T13:27:50Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Meistens 1:=werden 2:=Alkopos 3:=in 4:=bunten 5:=Flaschen 6:=verkauft.,2,"[[1, 2, 3, 6], [4]]"
1005,alcopop,Alcopop ist ein süßes Getränk.,0_short,Ohne_Kategorie,2008-03-03T13:27:50Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Alcopop 1:=ist 2:=ein 3:=süßes 4:=Getränk.,2,"[[0, 1, 4], [3]]"
1006,alcopop,In diesem Getränk ist Alkohol.,1_short,Ohne_Kategorie,2008-03-03T13:27:50Z,1165823e29d5567f66ef3bbbcbfabcad,0:=In 1:=diesem 2:=Getränk 3:=ist 4:=Alkohol.,1,
1007,aldous-huxley,Aldous Huxley kommt am 26. Juli 1894 auf die Welt.,0_long,Personen|Seiten_mit_defekten_Dateilinks,2022-01-31T17:31:47Z,e800bebc9060331edfac65e663a55570,0:=Aldous 1:=Huxley 2:=kommt 3:=am 4:=26. 5:=Juli 6:=1894 7:=auf 8:=die 9:=Welt.,1,
1009,aldous-huxley,"In Godalming, Surrey.",2_long,Personen|Seiten_mit_defekten_Dateilinks,2022-01-31T17:31:47Z,e800bebc9060331edfac65e663a55570,"0:=In 1:=Godalming, 2:=Surrey.",0,
1010,aldous-huxley,"Er stirbt am 22. November 1963. \newline In Los Angeles, USA. \newline  \newline Im Jahr 1932: \newline Huxley schreibt seinen berühmtesten Roman.",3_long,Personen|Seiten_mit_defekten_Dateilinks,2022-01-31T17:31:47Z,e800bebc9060331edfac65e663a55570,"0:=Er 1:=stirbt 2:=am 3:=22. 4:=November 5:=1963. 6:=\newline 7:=In 8:=Los 9:=Angeles, 10:=USA. 11:=\newline 12:= 13:=\newline 14:=Im 15:=Jahr 16:=1932: 17:=\newline 18:=Huxley 19:=schreibt 20:=seinen 21:=berühmtesten 22:=Roman.",0,
1011,aldous-huxley,Den Science-fiction: \newline Schöne neue Welt \newline Es ist eine Dystopie.,4_long,Personen|Seiten_mit_defekten_Dateilinks,2022-01-31T17:31:47Z,e800bebc9060331edfac65e663a55570,0:=Den 1:=Science-fiction: 2:=\newline 3:=Schöne 4:=neue 5:=Welt 6:=\newline 7:=Es 8:=ist 9:=eine 10:=Dystopie.,0,
1012,aldous-huxley,Aldous Huxley war ein Schrift-steller.,0_short,Personen|Seiten_mit_defekten_Dateilinks,2022-01-31T17:31:47Z,e800bebc9060331edfac65e663a55570,0:=Aldous 1:=Huxley 2:=war 3:=ein 4:=Schrift-steller.,1,
1013,aleppo,Aleppo ist eine sehr alte Stadt.,0_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Aleppo 1:=ist 2:=eine 3:=sehr 4:=alte 5:=Stadt.,2,"[[3, 4], [5]]"
1014,aleppo,Menschen haben hier schon 3 Tausend Jahre vor Christus gelebt.,1_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Menschen 1:=haben 2:=hier 3:=schon 4:=3 5:=Tausend 6:=Jahre 7:=vor 8:=Christus 9:=gelebt.,1,
1015,aleppo,"Im Jahr 2008 haben ungefähr 1,7 Millionen Menschen in Aleppo gewohnt.",2_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,"0:=Im 1:=Jahr 2:=2008 3:=haben 4:=ungefähr 5:=1,7 6:=Millionen 7:=Menschen 8:=in 9:=Aleppo 10:=gewohnt.",2,"[[0, 1, 2], [4, 5, 6]]"
1016,aleppo,Die meisten Menschen in Aleppo sind Araber und Kurden.,3_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Die 1:=meisten 2:=Menschen 3:=in 4:=Aleppo 5:=sind 6:=Araber 7:=und 8:=Kurden.,2,"[[6], [8]]"
1017,aleppo,Das heißt: \newline Die meisten Menschen in Aleppo sind Muslime.,4_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Das 1:=heißt: 2:=\newline 3:=Die 4:=meisten 5:=Menschen 6:=in 7:=Aleppo 8:=sind 9:=Muslime.,1,
1018,aleppo,In Aleppo gibt es auch Christ.,5_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=In 1:=Aleppo 2:=gibt 3:=es 4:=auch 5:=Christ.,1,
1019,aleppo,Ungefähr 15 Prozent der Menschen in Aleppo sind Christen.,6_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Ungefähr 1:=15 2:=Prozent 3:=der 4:=Menschen 5:=in 6:=Aleppo 7:=sind 8:=Christen.,1,
1020,aleppo,Im Jahr 1952 hat ein Architekt neue Straßen geplant.,7_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Im 1:=Jahr 2:=1952 3:=hat 4:=ein 5:=Architekt 6:=neue 7:=Straßen 8:=geplant.,2,"[[0, 1, 2], [3, 5, 6, 7, 8]]"
1021,aleppo,Moderne und breite Straßen.,8_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Moderne 1:=und 2:=breite 3:=Straßen.,0,
1022,aleppo,Ab dem Jahr 1970 waren Bau-arbeiter in der Alt-stadt.,9_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Ab 1:=dem 2:=Jahr 3:=1970 4:=waren 5:=Bau-arbeiter 6:=in 7:=der 8:=Alt-stadt.,2,"[[0, 1, 2, 3], [5, 6, 7, 8]]"
1023,aleppo,Sie haben viele alte Häuser abgerissen.,10_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Sie 1:=haben 2:=viele 3:=alte 4:=Häuser 5:=abgerissen.,2,"[[0, 1, 4, 5], [2, 3]]"
1024,aleppo,"Und neue, moderne Wohn-blöcke gebaut.",11_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,"0:=Und 1:=neue, 2:=moderne 3:=Wohn-blöcke 4:=gebaut.",2,"[[2], [3]]"
1025,aleppo,Im Jahr 1986 hat die UNESCO gesagt: \newline Die Alt-stadt von Aleppo ist jetzt Welt-kultur-erbe.,12_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Im 1:=Jahr 2:=1986 3:=hat 4:=die 5:=UNESCO 6:=gesagt: 7:=\newline 8:=Die 9:=Alt-stadt 10:=von 11:=Aleppo 12:=ist 13:=jetzt 14:=Welt-kultur-erbe.,4,"[[0, 1, 2], [3, 5, 6], [9, 10, 11, 12, 14], [13]]"
1026,aleppo,In Syrien ist Bürger-krieg.,13_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=In 1:=Syrien 2:=ist 3:=Bürger-krieg.,1,
1028,aleppo,Viele Stadt-teile sind kaputt.,15_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Viele 1:=Stadt-teile 2:=sind 3:=kaputt.,1,
1029,aleppo,Viele Bewohner sind geflüchtet.,16_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Viele 1:=Bewohner 2:=sind 3:=geflüchtet.,1,
1030,aleppo,Aleppo ist eine Stadt in Syrien.,0_short,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Aleppo 1:=ist 2:=eine 3:=Stadt 4:=in 5:=Syrien.,2,"[[0, 1, 3], [4, 5]]"
1031,aleppo,Aleppo ist die zweit-größte Stadt in Syrien.,1_short,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Aleppo 1:=ist 2:=die 3:=zweit-größte 4:=Stadt 5:=in 6:=Syrien.,2,"[[3, 4], [5, 6]]"
1032,aleppo,Die größte Stadt in Syrien ist Damaskus.,2_short,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Die 1:=größte 2:=Stadt 3:=in 4:=Syrien 5:=ist 6:=Damaskus.,3,"[[5, 6], [1], [3, 4]]"
1033,aleviten,Der Mann Ali ibn Abi Talib ist den Aleviten sehr wichtig.,0_long,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Der 1:=Mann 2:=Ali 3:=ibn 4:=Abi 5:=Talib 6:=ist 7:=den 8:=Aleviten 9:=sehr 10:=wichtig.,1,
1034,aleviten,Dieser Mann ist der Schwieger-sohn von Mohammed.,1_long,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Dieser 1:=Mann 2:=ist 3:=der 4:=Schwieger-sohn 5:=von 6:=Mohammed.,1,
1035,aleviten,Die Religion der Aleviten ist etwas anders als die der meisten Muslime.,2_long,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Die 1:=Religion 2:=der 3:=Aleviten 4:=ist 5:=etwas 6:=anders 7:=als 8:=die 9:=der 10:=meisten 11:=Muslime.,1,
1036,aleviten,Zum Beispiel tragen die meisten alevitischen Frauen kein Kopftuch.,3_long,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Zum 1:=Beispiel 2:=tragen 3:=die 4:=meisten 5:=alevitischen 6:=Frauen 7:=kein 8:=Kopftuch.,1,
1037,aleviten,Ungefähr ein Drittel der Menschen in der Türkei sind Aleviten.,4_long,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Ungefähr 1:=ein 2:=Drittel 3:=der 4:=Menschen 5:=in 6:=der 7:=Türkei 8:=sind 9:=Aleviten.,1,
1038,aleviten,Die Aleviten sind eine Religions-gemeinschaft.,0_short,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Die 1:=Aleviten 2:=sind 3:=eine 4:=Religions-gemeinschaft.,1,
1039,aleviten,Eine Religions-gemeinschaft sind mehrere Menschen.,1_short,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Eine 1:=Religions-gemeinschaft 2:=sind 3:=mehrere 4:=Menschen.,1,
1040,aleviten,Sie haben eine bestimmte Religion.,2_short,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Sie 1:=haben 2:=eine 3:=bestimmte 4:=Religion.,1,
1041,aleviten,Die Religions-gemeinschaft der Aleviten kommt aus der Türkei.,3_short,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Die 1:=Religions-gemeinschaft 2:=der 3:=Aleviten 4:=kommt 5:=aus 6:=der 7:=Türkei.,1,
1042,aleviten,Einige Aleviten sehen sich als Muslime.,4_short,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Einige 1:=Aleviten 2:=sehen 3:=sich 4:=als 5:=Muslime.,1,
1043,aleviten,Andere Aleviten sehen sich nicht als Muslime.,5_short,Religion,2008-02-02T09:57:28Z,e3afed0047b08059d0fada10f400c1e5,0:=Andere 1:=Aleviten 2:=sehen 3:=sich 4:=nicht 5:=als 6:=Muslime.,1,
1044,alex-honnold,Er ist auf einen sehr großen Berg geklettert.,0_long,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=Er 1:=ist 2:=auf 3:=einen 4:=sehr 5:=großen 6:=Berg 7:=geklettert.,2,"[[4, 5], [0, 1, 2, 7]]"
1045,alex-honnold,Der Berg heißt: El Capitan.,1_long,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=Der 1:=Berg 2:=heißt: 3:=El 4:=Capitan.,1,
1046,alex-honnold,Die Kletter-route ist fast 1000 Meter lang.,2_long,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=Die 1:=Kletter-route 2:=ist 3:=fast 4:=1000 5:=Meter 6:=lang.,1,
1047,alex-honnold,Über Alex Honnold gibt es einen Film.,3_long,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=Über 1:=Alex 2:=Honnold 3:=gibt 4:=es 5:=einen 6:=Film.,1,
1048,alex-honnold,Er heißt: Free Solo.,4_long,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=Er 1:=heißt: 2:=Free 3:=Solo.,1,
1049,alex-honnold,Alex Honnold ist ein bekannter Free Solo Kletterer.,0_short,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=Alex 1:=Honnold 2:=ist 3:=ein 4:=bekannter 5:=Free 6:=Solo 7:=Kletterer.,2,"[[4], [5, 6, 7]]"
1050,alex-honnold,Er ist am 17. August 1985 geboren.,1_short,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=Er 1:=ist 2:=am 3:=17. 4:=August 5:=1985 6:=geboren.,1,
1051,alex-honnold,In den USA.,2_short,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=In 1:=den 2:=USA.,0,
1052,alexander-graham-bell,Alexander Graham Bell kommt am 3. März 1847 auf die Welt.,0_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Alexander 1:=Graham 2:=Bell 3:=kommt 4:=am 5:=3. 6:=März 7:=1847 8:=auf 9:=die 10:=Welt.,1,
1053,alexander-graham-bell,"In Edinburgh, Schottland.",1_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,"0:=In 1:=Edinburgh, 2:=Schottland.",0,
1054,alexander-graham-bell,"Er stirbt am 2. August 1922. \newline In Baddeck, Kanada.",2_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,"0:=Er 1:=stirbt 2:=am 3:=2. 4:=August 5:=1922. 6:=\newline 7:=In 8:=Baddeck, 9:=Kanada.",3,"[[2, 3, 4, 5], [7, 8], [9]]"
1055,alexander-graham-bell,Der Groß-vater von Alexander Graham Bell hat sich mit Sprech-technik beschäftigt.,3_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Der 1:=Groß-vater 2:=von 3:=Alexander 4:=Graham 5:=Bell 6:=hat 7:=sich 8:=mit 9:=Sprech-technik 10:=beschäftigt.,1,
1056,alexander-graham-bell,Der Vater von Bell heißt Alexander Melville Bell.,4_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Der 1:=Vater 2:=von 3:=Bell 4:=heißt 5:=Alexander 6:=Melville 7:=Bell.,1,
1057,alexander-graham-bell,Der Vater von Bell war Professor für Rede-kunst und Vortrags-kunst.,5_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Der 1:=Vater 2:=von 3:=Bell 4:=war 5:=Professor 6:=für 7:=Rede-kunst 8:=und 9:=Vortrags-kunst.,3,"[[0, 1, 2, 3, 4], [6, 7], [6, 9]]"
1058,alexander-graham-bell,Der Vater hat eine Laut-schrift erfunden.,6_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Der 1:=Vater 2:=hat 3:=eine 4:=Laut-schrift 5:=erfunden.,1,
1059,alexander-graham-bell,Die Laut-schrift heißt Visible Speech.,7_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Die 1:=Laut-schrift 2:=heißt 3:=Visible 4:=Speech.,1,
1060,alexander-graham-bell,Die Mutter von Bell heißt Eliza Symonds Bell.,8_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Die 1:=Mutter 2:=von 3:=Bell 4:=heißt 5:=Eliza 6:=Symonds 7:=Bell.,1,
1061,alexander-graham-bell,Die Mutter war stark schwerhörig.,9_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Die 1:=Mutter 2:=war 3:=stark 4:=schwerhörig.,1,
1062,alexander-graham-bell,Bell hat mit ihr mit einer tiefen Stimme gesprochen.,10_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Bell 1:=hat 2:=mit 3:=ihr 4:=mit 5:=einer 6:=tiefen 7:=Stimme 8:=gesprochen.,1,
1063,alexander-graham-bell,Dann konnte sie ihn besser hören.,11_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Dann 1:=konnte 2:=sie 3:=ihn 4:=besser 5:=hören.,1,
1064,alexander-graham-bell,Bell studiert in Edinburgh.,12_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Bell 1:=studiert 2:=in 3:=Edinburgh.,1,
1065,alexander-graham-bell,Er studiert die Fächer Latein und Griechisch.,13_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Er 1:=studiert 2:=die 3:=Fächer 4:=Latein 5:=und 6:=Griechisch.,2,"[[4], [6]]"
1066,alexander-graham-bell,Mit 17 Jahren wird Bell Lehrer.,14_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Mit 1:=17 2:=Jahren 3:=wird 4:=Bell 5:=Lehrer.,2,"[[0, 1, 2], [3, 4, 5]]"
1067,alexander-graham-bell,An der einer Schule für Sprech-technik und Musik.,15_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=An 1:=der 2:=einer 3:=Schule 4:=für 5:=Sprech-technik 6:=und 7:=Musik.,0,
1068,alexander-graham-bell,In seiner Freizeit forscht er.,16_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=In 1:=seiner 2:=Freizeit 3:=forscht 4:=er.,1,
1069,alexander-graham-bell,Er forscht zum Thema Akustik.,17_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Er 1:=forscht 2:=zum 3:=Thema 4:=Akustik.,1,
1070,alexander-graham-bell,Sein Vater unterrichtet in einer Universität in London.,18_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Sein 1:=Vater 2:=unterrichtet 3:=in 4:=einer 5:=Universität 6:=in 7:=London.,2,"[[3, 5], [6, 7]]"
1071,alexander-graham-bell,Dort ist er Dozent für Sprach-technik.,19_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Dort 1:=ist 2:=er 3:=Dozent 4:=für 5:=Sprach-technik.,1,
1072,alexander-graham-bell,Er stellt seinen Sohn als Assistenten ein.,20_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Er 1:=stellt 2:=seinen 3:=Sohn 4:=als 5:=Assistenten 6:=ein.,2,"[[2, 3], [4, 5]]"
1073,alexander-graham-bell,Seit dem Jahr 1868 gibt Alexander Graham Bell Sprech-unterricht.,21_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Seit 1:=dem 2:=Jahr 3:=1868 4:=gibt 5:=Alexander 6:=Graham 7:=Bell 8:=Sprech-unterricht.,2,"[[0, 2, 3], [4, 5, 6, 7, 8]]"
1074,alexander-graham-bell,Für gehörlose Kinder.,22_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Für 1:=gehörlose 2:=Kinder.,0,
1075,alexander-graham-bell,Alexander Graham Bell studiert bist zum Jahr 1870. \newline Er studiert alles über die menschlichen Stimme.,23_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Alexander 1:=Graham 2:=Bell 3:=studiert 4:=bist 5:=zum 6:=Jahr 7:=1870. 8:=\newline 9:=Er 10:=studiert 11:=alles 12:=über 13:=die 14:=menschlichen 15:=Stimme.,0,
1076,alexander-graham-bell,Im Jahr 1870 zieht die Familie Bell nach Kanada.,24_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Im 1:=Jahr 2:=1870 3:=zieht 4:=die 5:=Familie 6:=Bell 7:=nach 8:=Kanada.,2,"[[0, 1, 2], [3, 5, 6, 7, 8]]"
1077,alexander-graham-bell,Im Jahr 1871 wird Bell Gehörlosenlehrer.,25_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Im 1:=Jahr 2:=1871 3:=wird 4:=Bell 5:=Gehörlosenlehrer.,2,"[[0, 1, 2], [3, 4, 5]]"
1078,alexander-graham-bell,"An der Clarke School in Northampton, Massachusetts.",26_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,"0:=An 1:=der 2:=Clarke 3:=School 4:=in 5:=Northampton, 6:=Massachusetts.",0,
1079,alexander-graham-bell,Vom Jahr 1873 bis zum Jahr 1877 ist Bell Professor.,27_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Vom 1:=Jahr 2:=1873 3:=bis 4:=zum 5:=Jahr 6:=1877 7:=ist 8:=Bell 9:=Professor.,2,"[[0, 1, 2], [3, 4, 5, 6]]"
